TimeOfStop,SubAgency,Description,VehicleType,ViolationType,Race,Gender,ArrestType
8,2nd district Bethesda,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
1,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
7,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,Q - Marked Laser
10,6th district Gaithersburg / Montgomery Village,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
15,Headquarters and Special Operations,MINOR INFRACTION,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
16,1st district Rockville,PHONE RELATED,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
1,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,Q - Marked Laser
16,2nd district Bethesda,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,B - Unmarked Patrol
13,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
17,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
10,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,BLACK,M,Q - Marked Laser
14,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,WHITE,F,Q - Marked Laser
11,1st district Rockville,PLATE VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
14,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
9,Headquarters and Special Operations,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
19,4th district Wheaton,PHONE RELATED,02 - Automobile,Warning,ASIAN,M,A - Marked Patrol
22,1st district Rockville,PLATE VIOLATION,01 - Motorcycle,Citation,HISPANIC,M,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,03 - Station Wagon,Citation,BLACK,M,A - Marked Patrol
18,5th district Germantown,SPEEDING,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
21,5th district Germantown,SPEEDING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
1,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
20,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
9,2nd district Bethesda,MINOR INFRACTION,05 - Light Duty Truck,Citation,WHITE,M,A - Marked Patrol
23,3rd district Silver Spring,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
14,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,F,A - Marked Patrol
14,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
22,5th district Germantown,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
14,4th district Wheaton,SPEEDING,05 - Light Duty Truck,Warning,WHITE,M,A - Marked Patrol
10,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
3,Headquarters and Special Operations,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
13,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
10,3rd district Silver Spring,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
12,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
15,2nd district Bethesda,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,OTHER,F,A - Marked Patrol
17,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,05 - Light Duty Truck,Citation,BLACK,M,A - Marked Patrol
1,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
18,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,28 - Other,Citation,HISPANIC,M,A - Marked Patrol
14,4th district Wheaton,MINOR INFRACTION,05 - Light Duty Truck,Warning,WHITE,M,A - Marked Patrol
19,5th district Germantown,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
16,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
19,5th district Germantown,LICENSE OR REGISTRATION RELATED,05 - Light Duty Truck,Citation,WHITE,M,A - Marked Patrol
11,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
11,5th district Germantown,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
14,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,F,A - Marked Patrol
12,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
16,4th district Wheaton,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,4th district Wheaton,SPEEDING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
10,4th district Wheaton,SPEEDING,01 - Motorcycle,Citation,ASIAN,M,Q - Marked Laser
22,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
20,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
10,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
20,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
14,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
11,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
17,4th district Wheaton,MINOR INFRACTION,28 - Other,Citation,BLACK,F,A - Marked Patrol
9,6th district Gaithersburg / Montgomery Village,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
0,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
8,3rd district Silver Spring,PLATE VIOLATION,05 - Light Duty Truck,Citation,HISPANIC,M,A - Marked Patrol
14,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
16,1st district Rockville,PHONE RELATED,02 - Automobile,Citation,NATIVE AMERICAN,F,A - Marked Patrol
13,1st district Rockville,RECKLESS DRIVING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
22,2nd district Bethesda,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
0,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
2,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,Q - Marked Laser
14,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
9,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
15,1st district Rockville,MINOR INFRACTION,02 - Automobile,Citation,ASIAN,F,A - Marked Patrol
9,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
14,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,HISPANIC,F,A - Marked Patrol
14,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
20,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
12,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
13,6th district Gaithersburg / Montgomery Village,LEARNING DRIVER WITHOUT SUPERVISION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,05 - Light Duty Truck,Warning,BLACK,M,A - Marked Patrol
21,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
23,3rd district Silver Spring,PLATE VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
4,2nd district Bethesda,PLATE VIOLATION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
18,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
21,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
14,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
18,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
15,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
15,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
11,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
8,2nd district Bethesda,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
15,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,ASIAN,M,A - Marked Patrol
20,2nd district Bethesda,MINOR INFRACTION,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
15,2nd district Bethesda,SPEEDING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
0,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
13,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
20,4th district Wheaton,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
4,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
8,6th district Gaithersburg / Montgomery Village,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,ASIAN,M,A - Marked Patrol
15,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
8,2nd district Bethesda,PHONE RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
8,6th district Gaithersburg / Montgomery Village,PLATE VIOLATION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,F,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
15,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
0,2nd district Bethesda,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
16,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,ASIAN,M,A - Marked Patrol
8,2nd district Bethesda,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
16,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
16,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,WHITE,F,A - Marked Patrol
16,4th district Wheaton,DISOBEY TRAFFIC CONTROL,02 - Automobile,Warning,BLACK,M,A - Marked Patrol
9,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,WHITE,F,L - Motorcycle
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,WHITE,F,L - Motorcycle
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,WHITE,M,L - Motorcycle
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,ASIAN,M,L - Motorcycle
17,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
23,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
14,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,E - Marked Stationary Radar
7,4th district Wheaton,PLATE VIOLATION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
8,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
16,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
2,5th district Germantown,SPEEDING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
18,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,WHITE,M,L - Motorcycle
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,WHITE,F,L - Motorcycle
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,ASIAN,F,L - Motorcycle
21,4th district Wheaton,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
0,5th district Germantown,LEARNING DRIVER WITHOUT SUPERVISION,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,WHITE,M,L - Motorcycle
10,2nd district Bethesda,PEDESTRIAN INFRACTION,29 - Unknown,Warning,ASIAN,M,L - Motorcycle
15,1st district Rockville,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
10,6th district Gaithersburg / Montgomery Village,SPEEDING,02 - Automobile,Citation,WHITE,M,Q - Marked Laser
10,1st district Rockville,SPEEDING,05 - Light Duty Truck,Warning,HISPANIC,M,G - Marked Moving Radar (Stationary)
23,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,F,A - Marked Patrol
10,6th district Gaithersburg / Montgomery Village,ACCIDENT RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
23,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
13,3rd district Silver Spring,ACCIDENT RELATED,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
15,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
21,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,BLACK,F,B - Unmarked Patrol
21,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Warning,BLACK,F,B - Unmarked Patrol
12,Headquarters and Special Operations,SPEEDING,02 - Automobile,Warning,WHITE,M,B - Unmarked Patrol
4,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
9,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
17,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
2,2nd district Bethesda,RECKLESS DRIVING,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
8,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
1,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
8,2nd district Bethesda,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
9,4th district Wheaton,SPEEDING,02 - Automobile,Citation,WHITE,F,Q - Marked Laser
15,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
16,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,2nd district Bethesda,PAPERWORK RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
20,5th district Germantown,PLATE VIOLATION,02 - Automobile,Warning,OTHER,F,A - Marked Patrol
12,4th district Wheaton,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,3rd district Silver Spring,RECKLESS DRIVING,02 - Automobile,Warning,HISPANIC,M,A - Marked Patrol
4,3rd district Silver Spring,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
17,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
22,1st district Rockville,VEHICLE OR EQUIPMENT VIOLATION,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
0,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,OTHER,F,A - Marked Patrol
1,3rd district Silver Spring,PLATE VIOLATION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
1,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
12,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,4th district Wheaton,PLATE VIOLATION,05 - Light Duty Truck,Citation,BLACK,M,A - Marked Patrol
1,1st district Rockville,IMPAIRED BY DRUGS OR ALCOHOL,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
9,4th district Wheaton,SPEEDING,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
14,3rd district Silver Spring,MINOR INFRACTION,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
9,3rd district Silver Spring,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
7,4th district Wheaton,SPEEDING,02 - Automobile,Citation,ASIAN,M,Q - Marked Laser
22,3rd district Silver Spring,SPEEDING,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
17,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
10,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
23,6th district Gaithersburg / Montgomery Village,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
22,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
20,3rd district Silver Spring,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
17,3rd district Silver Spring,DRIVING UNINSURED VEHICLE,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
11,4th district Wheaton,SPEEDING,02 - Automobile,Citation,OTHER,M,A - Marked Patrol
14,1st district Rockville,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,WHITE,F,A - Marked Patrol
14,5th district Germantown,MINOR INFRACTION,02 - Automobile,Citation,WHITE,M,A - Marked Patrol
3,3rd district Silver Spring,DISOBEY TRAFFIC CONTROL,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
21,4th district Wheaton,MINOR INFRACTION,02 - Automobile,Warning,WHITE,M,A - Marked Patrol
14,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,HISPANIC,M,A - Marked Patrol
13,6th district Gaithersburg / Montgomery Village,PLATE VIOLATION,02 - Automobile,Citation,BLACK,F,A - Marked Patrol
21,4th district Wheaton,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
23,5th district Germantown,LICENSE OR REGISTRATION RELATED,02 - Automobile,Citation,BLACK,M,A - Marked Patrol
